28.885 27.02 25.155 
28.9122 27.0366 25.1611 
28.9273 27.0451 25.163 
28.933 27.0459 25.1607 
28.9313 27.0394 25.1541 
28.9238 27.0264 25.1434 
28.9119 27.0077 25.1287 
28.8964 26.9839 25.11 
28.8782 26.9557 25.0878 
28.858 26.9239 25.0622 
28.8362 26.889 25.0335 
28.8133 26.8515 25.0021 
28.7894 26.812 24.9683 
28.765 26.7707 24.9323 
28.7401 26.7282 24.8944 
28.7149 26.6846 24.855 
28.6896 26.6402 24.8142 
28.6642 26.5953 24.7723 
28.6388 26.55 24.7295 
28.6134 26.5044 24.686 
28.5882 26.4588 24.6419 
28.563 26.4131 24.5974 
28.538 26.3675 24.5526 
28.5132 26.3221 24.5077 
28.4886 26.2769 24.4627 
28.4642 26.2319 24.4177 
28.44 26.1873 24.3728 
28.416 26.1429 24.328 
28.3922 26.0989 24.2834 
28.3687 26.0553 24.239 
28.3453 26.012 24.1949 
28.3222 25.9691 24.1511 
28.2993 25.9266 24.1077 
28.2766 25.8845 24.0645 
28.2541 25.8428 24.0218 
28.2319 25.8015 23.9793 
28.2098 25.7606 23.9373 
28.188 25.7201 23.8957 
28.1664 25.68 23.8544 
28.145 25.6404 23.8136 
28.1238 25.6011 23.7731 
28.1028 25.5622 23.7331 
28.082 25.5237 23.6934 
28.0614 25.4856 23.6542 
28.041 25.4479 23.6153 
28.0208 25.4106 23.5769 
28.0008 25.3736 23.5388 
27.981 25.3371 23.5012 
27.9614 25.3009 23.4639 
27.942 25.265 23.427 
27.9228 25.2296 23.3905 
27.9038 25.1945 23.3544 
27.8849 25.1598 23.3186 
27.8662 25.1254 23.2833 
27.8478 25.0914 23.2483 
27.8295 25.0577 23.2136 
27.8113 25.0244 23.1793 
27.7934 24.9914 23.1454 
27.7756 24.9588 23.1119 
27.758 24.9265 23.0787 
27.7406 24.8945 23.0458 
27.7233 24.8629 23.0133 
27.7063 24.8316 22.9812 
27.6893 24.8006 22.9493 
27.6726 24.7699 22.9178 
27.656 24.7395 22.8867 
27.6396 24.7095 22.8558 
27.6233 24.6797 22.8253 
27.6072 24.6503 22.7951 
27.5913 24.6212 22.7653 
27.5755 24.5923 22.7357 
27.5598 24.5638 22.7065 
27.5444 24.5356 22.6775 
27.529 24.5076 22.6489 
27.5138 24.48 22.6206 
27.4988 24.4526 22.5925 
27.4839 24.4255 22.5648 
27.4692 24.3987 22.5373 
27.4546 24.3721 22.5102 
27.4402 24.3459 22.4833 
27.4259 24.3199 22.4567 
27.4117 24.2941 22.4304 
27.3977 24.2687 22.4043 
27.3838 24.2435 22.3786 
27.37 24.2185 22.3531 
27.3564 24.1938 22.3278 
27.3429 24.1694 22.3029 
27.3296 24.1452 22.2782 
27.3164 24.1213 22.2537 
27.3033 24.0976 22.2295 
27.2903 24.0742 22.2056 
27.2775 24.051 22.1819 
27.2648 24.028 22.1585 
27.2522 24.0053 22.1353 
27.2398 23.9828 22.1124 
27.2274 23.9605 22.0896 
27.2152 23.9385 22.0672 
27.2031 23.9167 22.045 
27.1912 23.8951 22.023 
27.1793 23.8738 22.0012 
27.1676 23.8526 21.9797 
27.156 23.8317 21.9583 
27.1445 23.811 21.9372 
27.1331 23.7905 21.9164 
27.1218 23.7702 21.8957 
27.1106 23.7502 21.8753 
27.0996 23.7303 21.8551 
27.0886 23.7106 21.8351 
27.0778 23.6912 21.8153 
27.0671 23.6719 21.7957 
27.0565 23.6529 21.7763 
27.0459 23.634 21.7571 
27.0355 23.6153 21.7381 
27.0252 23.5969 21.7194 
27.015 23.5786 21.7008 
27.0049 23.5605 21.6824 
26.9949 23.5426 21.6642 
26.985 23.5248 21.6462 
26.9752 23.5073 21.6283 
26.9655 23.4899 21.6107 
26.9559 23.4728 21.5933 
26.9463 23.4557 21.576 
26.9369 23.4389 21.5589 
26.9276 23.4223 21.542 
26.9184 23.4058 21.5253 
26.9092 23.3895 21.5087 
26.9002 23.3733 21.4923 
26.8912 23.3573 21.4761 
26.8823 23.3415 21.4601 
26.8735 23.3259 21.4442 
26.8648 23.3104 21.4285 
26.8562 23.295 21.413 
26.8477 23.2799 21.3976 
26.8392 23.2648 21.3824 
26.8309 23.25 21.3673 
26.8226 23.2353 21.3524 
26.8144 23.2207 21.3376 
26.8063 23.2063 21.3231 
26.7983 23.192 21.3086 
26.7903 23.1779 21.2943 
26.7825 23.1639 21.2802 
26.7747 23.1501 21.2662 
26.767 23.1364 21.2523 
26.7593 23.1229 21.2386 
26.7518 23.1095 21.2251 
26.7443 23.0962 21.2117 
26.7369 23.0831 21.1984 
26.7295 23.0701 21.1852 
26.7223 23.0573 21.1722 
26.7151 23.0445 21.1594 
26.7079 23.0319 21.1466 
26.7009 23.0195 21.1341 
26.6939 23.0071 21.1216 
26.687 22.9949 21.1092 
26.6802 22.9829 21.097 
26.6734 22.9709 21.085 
26.6667 22.9591 21.073 
26.6601 22.9473 21.0612 
26.6535 22.9358 21.0495 
26.647 22.9243 21.0379 
26.6405 22.9129 21.0264 
26.6342 22.9017 21.0151 
26.6279 22.8906 21.0039 
26.6216 22.8796 20.9927 
26.6154 22.8687 20.9818 
26.6093 22.8579 20.9709 
26.6032 22.8472 20.9601 
26.5972 22.8367 20.9495 
26.5913 22.8262 20.9389 
26.5854 22.8159 20.9285 
26.5796 22.8056 20.9182 
26.5738 22.7955 20.908 
26.5681 22.7855 20.8978 
26.5625 22.7756 20.8878 
26.5569 22.7657 20.8779 
26.5513 22.756 20.8681 
26.5459 22.7464 20.8585 
26.5404 22.7369 20.8489 
26.5351 22.7275 20.8394 
26.5297 22.7181 20.83 
26.5245 22.7089 20.8207 
26.5193 22.6998 20.8115 
26.5141 22.6907 20.8024 
26.509 22.6818 20.7934 
26.5039 22.6729 20.7845 
26.4989 22.6642 20.7756 
26.494 22.6555 20.7669 
26.4891 22.6469 20.7583 
26.4842 22.6384 20.7497 
26.4794 22.63 20.7413 
26.4746 22.6217 20.7329 
26.4699 22.6135 20.7246 
26.4653 22.6053 20.7164 
26.4607 22.5973 20.7083 
26.4561 22.5893 20.7003 
26.4516 22.5814 20.6923 
26.4471 22.5736 20.6845 
26.4426 22.5658 20.6767 
26.4383 22.5582 20.669 
26.4339 22.5506 20.6614 
26.4296 22.5431 20.6538 
26.4253 22.5357 20.6464 
26.4211 22.5283 20.639 
26.417 22.5211 20.6317 
26.4128 22.5139 20.6245 
26.4087 22.5067 20.6173 
26.4047 22.4997 20.6102 
26.4007 22.4927 20.6032 
26.3967 22.4858 20.5963 
26.3928 22.479 20.5894 
26.3889 22.4722 20.5826 
26.385 22.4655 20.5759 
26.3812 22.4589 20.5693 
26.3775 22.4524 20.5627 
26.3737 22.4459 20.5562 
26.37 22.4394 20.5497 
26.3664 22.4331 20.5434 
26.3628 22.4268 20.537 
26.3592 22.4206 20.5308 
26.3556 22.4144 20.5246 
26.3521 22.4083 20.5185 
26.3486 22.4023 20.5124 
26.3452 22.3963 20.5065 
26.3418 22.3904 20.5005 
26.3384 22.3846 20.4947 
26.3351 22.3788 20.4889 
26.3318 22.3731 20.4831 
26.3285 22.3674 20.4774 
26.3252 22.3618 20.4718 
26.322 22.3562 20.4662 
26.3189 22.3507 20.4607 
26.3157 22.3453 20.4553 
26.3126 22.3399 20.4499 
26.3095 22.3346 20.4445 
26.3065 22.3293 20.4393 
26.3035 22.3241 20.434 
26.3005 22.3189 20.4289 
26.2975 22.3138 20.4237 
26.2946 22.3088 20.4187 
26.2917 22.3038 20.4137 
26.2888 22.2988 20.4087 
26.286 22.2939 20.4038 
26.2832 22.2891 20.3989 
26.2804 22.2843 20.3941 
26.2776 22.2795 20.3894 
26.2749 22.2748 20.3847 
26.2722 22.2702 20.38 
26.2696 22.2656 20.3754 
26.2669 22.261 20.3708 
26.2643 22.2565 20.3663 
26.2617 22.252 20.3618 
26.2591 22.2476 20.3574 
26.2566 22.2432 20.353 
26.2541 22.2389 20.3487 
26.2516 22.2346 20.3444 
26.2491 22.2304 20.3402 
26.2467 22.2262 20.336 
26.2443 22.222 20.3318 
26.2419 22.2179 20.3277 
26.2395 22.2139 20.3236 
26.2372 22.2098 20.3196 
26.2349 22.2058 20.3156 
26.2326 22.2019 20.3117 
26.2303 22.198 20.3078 
26.2281 22.1941 20.3039 
26.2258 22.1903 20.3001 
26.2236 22.1865 20.2963 
26.2215 22.1828 20.2926 
26.2193 22.1791 20.2889 
26.2172 22.1754 20.2852 
26.2151 22.1718 20.2816 
26.213 22.1682 20.278 
26.2109 22.1647 20.2744 
26.2088 22.1611 20.2709 
26.2068 22.1577 20.2674 
26.2048 22.1542 20.264 
26.2028 22.1508 20.2606 
26.2008 22.1474 20.2572 
26.1989 22.1441 20.2539 
26.197 22.1408 20.2506 
26.1951 22.1375 20.2473 
26.1932 22.1343 20.244 
26.1913 22.1311 20.2408 
26.1894 22.1279 20.2377 
26.1876 22.1248 20.2345 
26.1858 22.1217 20.2314 
26.184 22.1186 20.2284 
26.1822 22.1155 20.2253 
26.1805 22.1125 20.2223 
26.1787 22.1096 20.2194 
26.177 22.1066 20.2164 
26.1753 22.1037 20.2135 
26.1736 22.1008 20.2106 
26.1719 22.0979 20.2078 
26.1703 22.0951 20.2049 
26.1686 22.0923 20.2021 
26.167 22.0895 20.1994 
26.1654 22.0868 20.1966 
26.1638 22.0841 20.1939 
26.1623 22.0814 20.1912 
26.1607 22.0788 20.1886 
26.1592 22.0761 20.186 
26.1576 22.0735 20.1834 
26.1561 22.0709 20.1808 
26.1546 22.0684 20.1782 
26.1532 22.0659 20.1757 
26.1517 22.0634 20.1732 
26.1502 22.0609 20.1708 
26.1488 22.0585 20.1683 
26.1474 22.056 20.1659 
26.146 22.0536 20.1635 
