64.9985 57.497 49.9955 
62.5737 55.859 49.1443 
60.6512 54.2633 48.2701 
59.1266 52.7621 47.382 
57.9173 51.3843 46.4936 
56.9576 50.1423 45.6195 
56.1957 49.0383 44.773 
55.5901 48.0675 43.965 
55.1083 47.2211 43.2035 
54.7243 46.4883 42.494 
54.4177 45.8573 41.8395 
54.172 45.3161 41.2411 
53.9746 44.8537 40.6981 
53.8152 44.4593 40.2085 
53.6857 44.1234 39.7698 
53.5798 43.8376 39.3784 
53.4926 43.5942 39.0308 
53.4199 43.3868 38.7231 
53.3588 43.2095 38.4514 
53.3067 43.0577 38.212 
53.2618 42.927 38.0013 
53.2224 42.814 37.8161 
53.1875 42.7157 37.6531 
53.156 42.6296 37.5097 
53.1273 42.5537 37.3834 
53.1007 42.4861 37.2717 
53.0758 42.4255 37.1728 
53.0523 42.3706 37.0849 
53.03 42.3204 37.0064 
53.0085 42.2742 36.936 
52.9877 42.2312 36.8725 
52.9675 42.191 36.8149 
52.9478 42.153 36.7623 
52.9285 42.1168 36.714 
52.9096 42.0823 36.6694 
52.8911 42.049 36.6278 
52.8728 42.0169 36.5889 
52.8547 41.9857 36.5523 
52.8369 41.9554 36.5175 
52.8193 41.9258 36.4845 
52.8019 41.8968 36.4528 
52.7847 41.8684 36.4223 
52.7678 41.8405 36.3929 
52.751 41.813 36.3644 
52.7343 41.786 36.3367 
52.7179 41.7593 36.3096 
52.7016 41.733 36.2832 
52.6855 41.7071 36.2574 
52.6696 41.6814 36.232 
52.6538 41.6561 36.2071 
52.6382 41.6311 36.1826 
52.6227 41.6063 36.1585 
52.6075 41.5818 36.1347 
52.5923 41.5576 36.1113 
52.5774 41.5337 36.0882 
52.5626 41.51 36.0653 
52.5479 41.4866 36.0428 
52.5334 41.4634 36.0205 
52.5191 41.4404 35.9984 
52.5049 41.4177 35.9766 
52.4908 41.3953 35.9551 
52.4769 41.373 35.9337 
52.4632 41.351 35.9127 
52.4496 41.3293 35.8918 
52.4361 41.3077 35.8711 
52.4228 41.2864 35.8507 
52.4096 41.2653 35.8305 
52.3965 41.2445 35.8105 
52.3836 41.2238 35.7907 
52.3708 41.2034 35.7711 
52.3582 41.1831 35.7517 
52.3457 41.1631 35.7325 
52.3333 41.1433 35.7135 
52.3211 41.1237 35.6948 
52.3089 41.1043 35.6761 
52.297 41.0851 35.6577 
52.2851 41.0661 35.6395 
52.2733 41.0473 35.6215 
52.2617 41.0287 35.6036 
52.2502 41.0103 35.5859 
52.2389 40.9921 35.5684 
52.2276 40.974 35.5511 
52.2165 40.9562 35.534 
52.2055 40.9385 35.517 
52.1945 40.921 35.5002 
